annee_candidature;numero_candidat;classement;nom;prenom;sexe;date_naissance;nationalite;code_postal;ville;pays;boursier;profil_candidat;numero_ine;type_etablissement;libelle_etablissement;commune_etablissement;departement_etablissement;pays_etablissement;niveau_etudes_actuel;type_formation;serie;dominante;specialite;lv1;lv2;diplome;diplome_serie;diplome_dominante;diplome_specialite;diplome_mention;diplome_mois_annee_obtention_bac
2018-2019;835788;;BERGE;Lockie;M;2000-11-01;FR;35400;Saint-Malo;France;Non;En Terminale;C075887552B;Lycée à classe postbac;Lycée Maupertuis;Saint-Malo;35;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Italien;Bac en préparation;Scientifique;Sciences de l'ingénieur;Pas de spécialité (S.I);;
2018-2019;332272;;AUFFRET;Zachariah;M;2000-10-26;FR;29000;Quimper;France;Non;En Terminale;E633596077Q;Lycée à classe postbac;Lycée Yves Thepot;Quimper;29;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;511659;;ELIE;Irving;M;2000-04-29;FR;29280;Locmaria-Plouzané;France;Non;En Terminale;B262664585H;Lycée à classe postbac;Lycée Amiral Ronarc'h;Brest;29;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2018-2019;501411;;GOUGEON;Haywood;M;1997-10-14;FR;35000;Rennes;France;Non;En Terminale;Z647364254O;Lycée à classe postbac;Lycée Joliot-Curie;Rennes;35;France;Terminale;Terminale;ES;;Mathématiques;Anglais;Espagnol;Bac en préparation;Economique et social;;Mathématiques;;
2018-2019;644107;;REGNAULT;Algar;M;2000-12-19;FR;35136;Saint-Jacques-de-la-Lande;France;Non;En Terminale;T184433417C;Lycée à classe postbac;Lycée Bréquigny;Rennes;35;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2018-2019;864353;;DOUCET;Sampson;M;2000-03-22;FR;49520;Combrée;France;Non;En Terminale;P289604772L;Lycée à classe postbac;Lycée Bourg-Chevreau Ste Anne;Segré-en-Anjou Bleu;49;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;279534;;RAVEL;Damion;M;1999-10-30;FR;29200;Brest;France;Non;En Terminale;Y320322445E;Lycée à classe postbac;Lycée Vauban;Brest;29;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Allemand;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;529349;;DUVERGER;Lennard;M;2000-12-07;FR;35610;Pleine-Fougères;France;Non;En Terminale;X687588120V;Lycée sans classe postbac;Lycée François René de Chateaubriand;Combourg;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2018-2019;511054;;RAGOT;Amias;M;1999-05-18;FR;56690;Landévant;France;Non;En Terminale;U488618625W;Lycée à classe postbac;Lycée Benjamin Franklin;Auray;56;France;Terminale;Terminale;STMG;;Mercatique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies du Management et de la Gestion;;Mercatique;;
2018-2019;321436;;MINIER;Willy;M;2000-11-23;FR;29180;Locronan;France;Non;En Terminale;M735262554S;Lycée sans classe postbac;Lycée Jean-Marie Le Bris;Douarnenez;29;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2018-2019;332261;;FREY;Hewie;M;1999-12-13;FR;29150;Cast;France;Non;En Terminale;R276852988S;Lycée à classe postbac;Lycée Yves Thepot;Quimper;29;France;Terminale;Terminale;P;;Systèmes électroniques numériques;Anglais;;Bac en préparation;Professionnelle;;Systèmes électroniques numériques;;
2018-2019;432573;;CLAUDEL;Hardy;M;2000-09-22;FR;35800;Dinard;France;Non;En Terminale;U612942152V;Lycée à classe postbac;Lycée Les Rimains;Saint-Malo;35;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Allemand;Anglais;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;269456;;CABARET;Lucky;M;2000-12-18;FR;35340;La Bouëxière;France;Non;En Terminale;Y808725585I;Lycée à classe postbac;Lycée Francois René De Chateaubriand;Rennes;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2018-2019;566212;;PONCET;Digby;M;2000-08-26;FR;35000;Rennes;France;Non;En Terminale;D966266227I;Lycée sans classe postbac;Lycée Emile Zola;Rennes;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Allemand;Anglais;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2018-2019;410347;;ROTH;Jaqueline;F;2000-11-09;FR;35310;Mordelles;France;Non;En Terminale;K752733263P;Lycée à classe postbac;Lycée St Vincent-Providence;Rennes;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;661627;;ELOY;Anderson;M;2000-07-07;FR;97430;Le Tampon;France;Non;En Terminale;A792525144A;Lycée à classe postbac;Lycée Pierre Lagourgue;Le Tampon;974;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;301870;;LAHAYE;Rob;M;2000-09-28;FR;53950;Louverné;France;Non;En Terminale;R101226053T;Lycée à classe postbac;Lycée Immaculee Conception;Laval;53;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;463150;;LE PAPE;Gall;M;2000-08-20;FR;29000;Quimper;France;Non;En Terminale;G650640663I;Lycée à classe postbac;Lycée Auguste Brizeux;Quimper;29;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;209848;;HERBERT;Virgil;M;2000-04-06;FR;29260;Ploudaniel;France;Non;En Terminale;Y135371461F;Lycée sans classe postbac;Lycée St Francois - Notre Dame;Lesneven;29;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2018-2019;394512;;ALLAIRE;Hervé;M;2000-01-19;FR;35000;Rennes;France;Non;En Terminale;P742374292M;Lycée à classe postbac;Lycée St Martin;Rennes;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;;
2018-2019;332338;;GEOFFROY;Barnabé;M;2000-10-23;FR;29770;Plogoff;France;Non;En Terminale;D147292363X;Lycée à classe postbac;Lycée Yves Thepot;Quimper;29;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;298825;;CHABERT;Tom;M;2000-02-09;FR;22340;Trébrivan;France;Oui;En Terminale;T456368506C;Lycée à classe postbac;Lycée Paul Sérusier;Carhaix-Plouguer;29;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;371710;;HEBERT;Perry;M;2000-12-03;FR;56350;Saint-Perreux;France;Non;En Terminale;B234144301G;Lycée à classe postbac;Lycée Beaumont;Redon;35;France;Terminale;Terminale;S;Sciences de l'ingénieur;Mathématiques;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de l'ingénieur;Pas de spécialité (S.I);;
2018-2019;835771;;MORISSET;Gib;M;1999-10-09;FR;35270;Combourg;France;Non;En Terminale;H461640462K;Lycée à classe postbac;Lycée Maupertuis;Saint-Malo;35;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;277857;;HUGUES;Barnabas;M;1999-01-25;FR;56700;Hennebont;France;Non;En Terminale;E367822852R;Lycée à classe postbac;Lycée Jean-Baptiste Colbert;Lorient;56;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;280242;;RAMOS;Osbert;M;2000-03-02;FR;56800;Ploërmel;France;Non;En Terminale;Y591215768Y;Lycée à classe postbac;Lycée La Mennais;Ploërmel;56;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2018-2019;598885;;SELLIER;Raleigh;M;2000-07-28;FR;72100;Le Mans;France;Non;En Terminale;N437488343K;Lycée à classe postbac;Lycée St Joseph La Salle;Pruillé-le-Chétif;72;France;Terminale;Terminale;STI2D;;Energies et environnement;Anglais;Allemand;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Energies et environnement;;
2018-2019;804980;;LOYER;Alfred;M;2000-12-15;FR;53600;Châtres-la-Forêt;France;Non;En Terminale;Y361123362G;Lycée à classe postbac;Lycée Reaumur;Laval;53;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2018-2019;219776;;VERNIER;Dalton;M;2000-12-22;FR;29280;Plouzané;France;Non;En Terminale;K183384111T;Lycée à classe postbac;Lycée La Croix Rouge;Brest;29;France;Terminale;Terminale;S;Sciences de l'ingénieur;Mathématiques;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de l'ingénieur;Mathématiques;;
2018-2019;280047;;NEUVILLE;Jasper;M;2000-09-23;FR;56380;Guer;France;Non;En Terminale;V428449616E;Lycée à classe postbac;Lycée La Mennais;Ploërmel;56;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2018-2019;529936;;VARLET;Yves;M;1999-11-20;Hors UE;56270;Ploemeur;France;Non;En Terminale;K068703766P;Lycée à classe postbac;Lycée Dupuy De Lôme;Lorient;56;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Physique-chimie;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Physique-chimie;;
2018-2019;501205;;POTIER;Ricky;M;1999-05-29;FR;35200;Rennes;France;Non;En Terminale;D517425308J;Lycée à classe postbac;Lycée Joliot-Curie;Rennes;35;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Italien;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;211772;;PASQUET;Jacques;M;2000-01-09;FR;35510;Cesson-Sévigné;France;Non;En Terminale;Q535884571P;Lycée sans classe postbac;Lycée Sevigne;Cesson-Sévigné;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2018-2019;436427;;NOGUES;Hugh;M;2000-11-17;FR;22450;Langoat;France;Oui;En Terminale;R444478283P;Lycée à classe postbac;Lycée Felix Le Dantec;Lannion;22;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;523218;;BOURCIER;Davis;M;2000-10-02;FR;29600;Plourin-lès-Morlaix;France;Non;En Terminale;X463253927F;Lycée à classe postbac;Lycée Tristan Corbiere;Morlaix;29;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;280007;;JAUBERT;Kae;F;2000-09-28;FR;56460;Lizio;France;Non;En Terminale;K610727688X;Lycée à classe postbac;Lycée La Mennais;Ploërmel;56;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2018-2019;536359;;SAVARY;Édouard;M;2000-05-14;FR;22190;Plérin;France;Non;En Terminale;A831468388Q;Lycée à classe postbac;Lycée Eugene Freyssinet;Saint-Brieuc;22;France;Terminale;Terminale;STI2D;;Architecture et construction;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Architecture et construction;;
2018-2019;463054;;MORET;Janae;F;2000-08-07;FR;29500;Ergué-Gabéric;France;Non;En Terminale;C915932431K;Lycée à classe postbac;Lycée Auguste Brizeux;Quimper;29;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;565891;;FRADIN;Baldric;M;2000-05-02;FR;35000;Rennes;France;Non;En Terminale;S577287585Y;Lycée sans classe postbac;Lycée Emile Zola;Rennes;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Physique-chimie;Anglais;Chinois;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Physique-chimie;;
2018-2019;699102;;LARRIEU;Évariste;M;2000-01-03;FR;72600;Mamers;France;Oui;En Terminale;Q386799487G;Lycée à classe postbac;Lycée Alain;Alençon;61;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;747001;;MONIN;Grant;M;1999-07-30;Hors UE;35300;Fougères;France;Non;En Terminale;Z854416463X;Lycée à classe postbac;Lycée Jean Baptiste Le Taillandier;Fougères;35;France;Terminale;Terminale;STMG;;Gestion et Finance;Anglais;Espagnol;Bac en préparation;Sciences et Technologies du Management et de la Gestion;;Gestion et Finance;;
2018-2019;501631;;GROSSET;Jesse;M;2000-03-24;FR;35230;Bourgbarré;France;Oui;En Terminale;W232829352R;Lycée à classe postbac;Lycée Joliot-Curie;Rennes;35;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2018-2019;327157;;LE MOAL;Nikki;F;1999-01-13;FR;35260;Cancale;France;Non;En Terminale;Y505550932B;Lycée à classe postbac;Lycée Jacques Cartier;Saint-Malo;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;279817;;BRACHET;Absalom;M;2000-01-09;FR;29560;Trégarvan;France;Oui;En Terminale;H015126408Z;Lycée à classe postbac;Lycée Vauban;Brest;29;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;460618;;LAMOTTE;Oralie;F;1999-04-16;FR;79230;Aiffres;France;Non;En Terminale;P732823237W;Lycée à classe postbac;Lycée Paul Guerin;Niort;79;France;Terminale;Terminale;S;Sciences de l'ingénieur;Pas de spécialité (S.I);Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Pas de spécialité (S.I);;
2018-2019;1262944;;BAUDET;Cleve;M;1999-11-15;FR;22450;Pommerit-Jaudy;France;Non;Non scolarisé;A854258965C;;;;;;;;;;;;;Bac français obtenu;Scientifique;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;Admis sans mention;07/2017   
2018-2019;820032;;TRAVERS;Anson;M;2000-11-24;FR;29280;Plouzané;France;Non;En Terminale;K525127840W;Lycée à classe postbac;Lycée polyvalent Dupuy de Lôme;Brest;29;France;Terminale;Terminale;STI2D;;Architecture et construction;Anglais;Allemand;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Architecture et construction;;
2018-2019;214821;;SAGE;Kole;M;2000-12-25;FR;53100;Mayenne;France;Non;En Terminale;O058658541G;Lycée sans classe postbac;Lycée Don Bosco;Mayenne;53;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;;
2018-2019;635767;;COLAS;Junior;M;2000-08-04;FR;31000;Toulouse;France;Non;En Terminale;B259246766D;Lycée à classe postbac;Lycée Pierre De Fermat;Toulouse;31;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2018-2019;787091;;GUEGAN;Yann;M;1999-03-18;FR;77600;Bussy-Saint-Georges;France;Non;En Terminale;W740662357B;Lycée à classe postbac;Lycée Maurice Rondeau;Bussy-Saint-Georges;77;France;Terminale;Terminale;STI2D;;Innovation Technologique et Eco conception;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Innovation Technologique et Eco conception;;
2018-2019;163263;;GUEDON;Xavior;M;1999-08-26;FR;45310;Patay;France;Non;En Terminale;S272645227C;Lycée à classe postbac;Lycée Maurice Genevoix;Ingré;45;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;646003;;LEPRETRE;Lincoln;M;2000-12-05;FR;29250;Sibiril;France;Non;En Terminale;H166227227I;Lycée à classe postbac;Lycée N-D DU KREISKER;Saint-Pol-de-Léon;29;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;724778;;CHABAUD;Sidony;F;2000-06-25;FR;56300;Neulliac;France;Oui;En Terminale;B247817554V;Lycée à classe postbac;Lycée Jeanne d'Arc-St Ivy;Pontivy;56;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;;
2018-2019;412879;;MORISSET;Pace;M;2000-08-23;FR;49340;Vezins;France;Non;En Terminale;A842822088T;Lycée à classe postbac;Lycée de l'Hyrôme;Chemillé-en-Anjou;49;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;375140;;GELY;Willis;M;2000-10-27;FR;53000;Laval;France;Non;En Terminale;I637563783F;Lycée à classe postbac;Lycée Ambroise Pare;Laval;53;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Physique-chimie;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Physique-chimie;;
2018-2019;280333;;SABATIER;Weldon;M;2001-03-10;FR;56800;Ploërmel;France;Oui;En Terminale;R563528183G;Lycée à classe postbac;Lycée La Mennais;Ploërmel;56;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2018-2019;382288;;LEVASSEUR;Hilaire;M;1998-12-09;Hors UE;56100;Lorient;France;Oui;En Terminale;C426757542T;Lycée à classe postbac;Lycée Notre Dame De La Paix;Ploemeur;56;France;Terminale;Terminale;P;;Vente (prospection, négociation, suivi de clientèle);Anglais;Espagnol;Bac en préparation;Professionnelle;;Vente (prospection, négociation, suivi de clientèle);;
2018-2019;210600;;THIEBAUT;Peers;M;2000-10-19;FR;22000;Saint-Brieuc;France;Non;En Terminale;T498665817J;Lycée à classe postbac;Lycée Sacre Coeur;Saint-Brieuc;22;France;Terminale;Terminale;S;Sciences de l'ingénieur;Mathématiques;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Mathématiques;;
2018-2019;138091;;TARDIF;Woody;M;2000-08-21;FR;44850;Saint-Mars-du-Désert;France;Non;En Terminale;I376406882X;Lycée à classe postbac;Lycée St Joseph;Ancenis;44;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2018-2019;269451;;CHARVET;Makenzie;F;2000-06-03;FR;35250;Chasné-sur-Illet;France;Non;En Terminale;Y407225927M;Lycée à classe postbac;Lycée Francois René De Chateaubriand;Rennes;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Physique-chimie;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Physique-chimie;;
2018-2019;510775;;LEFORT;Darius;M;2000-09-19;FR;56600;Lanester;France;Oui;En Terminale;J692564581F;Lycée à classe postbac;Lycée St Joseph - LaSalle Lorient;Lorient;56;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
